timestamp,target,username,password,rc,latency_ms,result
2026-05-05T17:25:43.172835,192.168.21.239,admin,453498,5,2.79,BAD_CREDENTIALS
2026-05-05T17:25:43.178630,192.168.21.239,admin,232153,5,4.86,BAD_CREDENTIALS
2026-05-05T17:25:43.182973,192.168.21.239,admin,216448,5,3.53,BAD_CREDENTIALS
2026-05-05T17:25:44.015614,192.168.21.239,admin,459000,5,2.78,BAD_CREDENTIALS
2026-05-05T17:25:44.019199,192.168.21.239,admin,359225,5,3.55,BAD_CREDENTIALS
2026-05-05T17:25:44.020503,192.168.21.239,admin,257042,5,3.69,BAD_CREDENTIALS
2026-05-05T17:25:44.024474,192.168.21.239,admin,375488,5,4.65,BAD_CREDENTIALS
2026-05-05T17:25:44.026140,192.168.21.239,admin,315746,5,3.8,BAD_CREDENTIALS
2026-05-05T17:25:44.030400,192.168.21.239,admin,62998,5,4.02,BAD_CREDENTIALS
2026-05-05T17:25:44.031071,192.168.21.239,admin,297809,5,3.32,BAD_CREDENTIALS
2026-05-05T17:25:44.036662,192.168.21.239,admin,460864,5,3.85,BAD_CREDENTIALS
2026-05-05T17:25:44.038293,192.168.21.239,admin,189839,5,4.81,BAD_CREDENTIALS
2026-05-05T17:25:44.044554,192.168.21.239,admin,418899,5,4.91,BAD_CREDENTIALS
2026-05-05T17:25:44.054061,192.168.21.239,admin,355465,5,3.84,BAD_CREDENTIALS
2026-05-05T17:25:44.057542,192.168.21.239,admin,35913,5,4.26,BAD_CREDENTIALS
2026-05-05T17:25:44.059705,192.168.21.239,admin,60727,5,4.35,BAD_CREDENTIALS
2026-05-05T17:25:44.062107,192.168.21.239,admin,265704,5,3.37,BAD_CREDENTIALS
2026-05-05T17:25:44.065940,192.168.21.239,admin,436889,5,3.08,BAD_CREDENTIALS
2026-05-05T17:25:44.067491,192.168.21.239,admin,216295,5,3.35,BAD_CREDENTIALS
2026-05-05T17:25:44.069972,192.168.21.239,admin,367685,5,3.0,BAD_CREDENTIALS
2026-05-05T17:25:44.072768,192.168.21.239,admin,296454,5,3.38,BAD_CREDENTIALS
2026-05-05T17:25:44.075136,192.168.21.239,admin,346093,5,3.15,BAD_CREDENTIALS
2026-05-05T17:25:44.075548,192.168.21.239,admin,180166,5,3.46,BAD_CREDENTIALS
2026-05-05T17:25:44.077627,192.168.21.239,admin,111149,5,3.05,BAD_CREDENTIALS
2026-05-05T17:25:44.080301,192.168.21.239,admin,178420,5,5.35,BAD_CREDENTIALS
2026-05-05T17:25:44.086414,192.168.21.239,admin,288780,5,4.71,BAD_CREDENTIALS
2026-05-05T17:25:44.090033,192.168.21.239,admin,11996,5,4.18,BAD_CREDENTIALS
2026-05-05T17:25:44.092193,192.168.21.239,admin,470979,5,5.83,BAD_CREDENTIALS
2026-05-05T17:25:44.096589,192.168.21.239,admin,348703,5,3.99,BAD_CREDENTIALS
2026-05-05T17:25:44.104296,192.168.21.239,admin,265924,5,5.55,BAD_CREDENTIALS
2026-05-05T17:25:44.170785,192.168.21.239,admin,213042,5,3.75,BAD_CREDENTIALS
2026-05-05T17:25:44.175548,192.168.21.239,admin,417433,5,3.39,BAD_CREDENTIALS
2026-05-05T17:25:44.180701,192.168.21.239,admin,90732,5,4.0,BAD_CREDENTIALS
2026-05-05T17:25:44.185750,192.168.21.239,admin,245741,5,3.97,BAD_CREDENTIALS
2026-05-05T17:25:44.189948,192.168.21.239,admin,96047,5,5.92,BAD_CREDENTIALS
2026-05-05T17:25:44.191951,192.168.21.239,admin,188816,5,5.0,BAD_CREDENTIALS
2026-05-05T17:25:44.194880,192.168.21.239,admin,460221,5,2.96,BAD_CREDENTIALS
2026-05-05T17:25:44.199059,192.168.21.239,admin,277288,5,2.95,BAD_CREDENTIALS
2026-05-05T17:25:45.036336,192.168.21.239,admin,14554,5,3.06,BAD_CREDENTIALS
2026-05-05T17:25:45.038149,192.168.21.239,admin,260837,5,4.97,BAD_CREDENTIALS
2026-05-05T17:25:45.040177,192.168.21.239,admin,138668,5,2.82,BAD_CREDENTIALS
2026-05-05T17:25:45.041777,192.168.21.239,admin,138281,5,3.56,BAD_CREDENTIALS
2026-05-05T17:25:45.043480,192.168.21.239,admin,267924,5,3.19,BAD_CREDENTIALS
2026-05-05T17:25:45.046290,192.168.21.239,admin,monitor@8,5,4.93,BAD_CREDENTIALS
2026-05-05T17:25:45.048313,192.168.21.239,admin,168467,5,3.59,BAD_CREDENTIALS
2026-05-05T17:25:45.049141,192.168.21.239,admin,340941,5,3.29,BAD_CREDENTIALS
2026-05-05T17:25:45.054282,192.168.21.239,admin,18904,5,7.22,BAD_CREDENTIALS
2026-05-05T17:25:45.058875,192.168.21.239,admin,147036,5,5.69,BAD_CREDENTIALS
2026-05-05T17:25:45.060410,192.168.21.239,admin,client@2,5,4.08,BAD_CREDENTIALS
2026-05-05T17:25:45.068564,192.168.21.239,admin,157495,5,4.4,BAD_CREDENTIALS
2026-05-05T17:25:45.072933,192.168.21.239,admin,322160,5,3.24,BAD_CREDENTIALS
2026-05-05T17:25:45.085006,192.168.21.239,admin,4272,5,6.41,BAD_CREDENTIALS
2026-05-05T17:25:45.090516,192.168.21.239,admin,250830,5,4.52,BAD_CREDENTIALS
2026-05-05T17:25:45.093616,192.168.21.239,admin,Wifi123,5,4.7,BAD_CREDENTIALS
2026-05-05T17:25:45.094992,192.168.21.239,admin,55570,5,3.47,BAD_CREDENTIALS
2026-05-05T17:25:45.097523,192.168.21.239,admin,339535,5,2.84,BAD_CREDENTIALS
2026-05-05T17:25:45.099017,192.168.21.239,admin,337913,5,3.89,BAD_CREDENTIALS
2026-05-05T17:25:45.099557,192.168.21.239,admin,424409,5,2.97,BAD_CREDENTIALS
2026-05-05T17:25:45.104870,192.168.21.239,admin,442293,5,3.99,BAD_CREDENTIALS
2026-05-05T17:25:45.106177,192.168.21.239,admin,446724,5,3.82,BAD_CREDENTIALS
2026-05-05T17:25:45.107901,192.168.21.239,admin,469459,5,4.87,BAD_CREDENTIALS
2026-05-05T17:25:45.109005,192.168.21.239,admin,313932,5,3.38,BAD_CREDENTIALS
2026-05-05T17:25:45.110633,192.168.21.239,admin,85980,5,3.48,BAD_CREDENTIALS
2026-05-05T17:25:45.116338,192.168.21.239,admin,234633,5,5.79,BAD_CREDENTIALS
2026-05-05T17:25:45.122712,192.168.21.239,admin,373564,5,6.43,BAD_CREDENTIALS
2026-05-05T17:25:45.127342,192.168.21.239,admin,56261,5,3.51,BAD_CREDENTIALS
2026-05-05T17:25:45.198212,192.168.21.239,admin,79077,5,3.54,BAD_CREDENTIALS
2026-05-05T17:25:45.203344,192.168.21.239,admin,358642,5,3.89,BAD_CREDENTIALS
2026-05-05T17:25:45.204259,192.168.21.239,admin,266873,5,3.88,BAD_CREDENTIALS
2026-05-05T17:25:45.210100,192.168.21.239,admin,79243,5,4.26,BAD_CREDENTIALS
2026-05-05T17:25:45.216434,192.168.21.239,admin,79010,5,5.41,BAD_CREDENTIALS
2026-05-05T17:25:45.220949,192.168.21.239,admin,162567,5,3.33,BAD_CREDENTIALS
2026-05-05T17:25:45.226052,192.168.21.239,admin,110080,5,3.54,BAD_CREDENTIALS
2026-05-05T17:25:45.230176,192.168.21.239,admin,14817,5,2.85,BAD_CREDENTIALS
2026-05-05T17:25:45.235329,192.168.21.239,admin,98040,5,4.13,BAD_CREDENTIALS
2026-05-05T17:25:45.239749,192.168.21.239,admin,227237,5,3.35,BAD_CREDENTIALS
2026-05-05T17:25:45.244465,192.168.21.239,admin,371951,5,3.68,BAD_CREDENTIALS
2026-05-05T17:25:45.248541,192.168.21.239,admin,217786,5,3.03,BAD_CREDENTIALS
2026-05-05T17:25:45.252430,192.168.21.239,admin,28041,5,2.88,BAD_CREDENTIALS
2026-05-05T17:25:45.256947,192.168.21.239,admin,122268,5,3.15,BAD_CREDENTIALS
2026-05-05T17:25:45.261693,192.168.21.239,admin,7943,5,3.88,BAD_CREDENTIALS
2026-05-05T17:25:45.267407,192.168.21.239,admin,112350,5,4.0,BAD_CREDENTIALS
2026-05-05T17:25:45.271763,192.168.21.239,admin,203301,5,3.23,BAD_CREDENTIALS
2026-05-05T17:25:46.056987,192.168.21.239,admin,75043,5,6.82,BAD_CREDENTIALS
2026-05-05T17:25:46.061260,192.168.21.239,admin,403648,5,3.02,BAD_CREDENTIALS
2026-05-05T17:25:46.064759,192.168.21.239,admin,464856,5,5.42,BAD_CREDENTIALS
2026-05-05T17:25:46.066704,192.168.21.239,admin,213806,5,3.28,BAD_CREDENTIALS
2026-05-05T17:25:46.072534,192.168.21.239,admin,9642,5,3.32,BAD_CREDENTIALS
2026-05-05T17:25:46.077398,192.168.21.239,admin,441505,5,3.89,BAD_CREDENTIALS
2026-05-05T17:25:46.078027,192.168.21.239,admin,447759,5,4.03,BAD_CREDENTIALS
2026-05-05T17:25:46.083228,192.168.21.239,admin,156543,5,3.27,BAD_CREDENTIALS
2026-05-05T17:25:46.088260,192.168.21.239,admin,367611,5,3.82,BAD_CREDENTIALS
2026-05-05T17:25:46.092898,192.168.21.239,admin,401701,5,3.7,BAD_CREDENTIALS
2026-05-05T17:25:46.121126,192.168.21.239,admin,442195,5,6.01,BAD_CREDENTIALS
2026-05-05T17:25:46.122975,192.168.21.239,admin,226899,5,6.37,BAD_CREDENTIALS
2026-05-05T17:25:46.127042,192.168.21.239,admin,232730,5,4.69,BAD_CREDENTIALS
2026-05-05T17:25:46.128724,192.168.21.239,admin,297841,5,3.61,BAD_CREDENTIALS
2026-05-05T17:25:46.131960,192.168.21.239,admin,413827,5,3.86,BAD_CREDENTIALS
2026-05-05T17:25:46.134290,192.168.21.239,admin,103518,5,4.41,BAD_CREDENTIALS
2026-05-05T17:25:46.134404,192.168.21.239,admin,88509,5,4.15,BAD_CREDENTIALS
2026-05-05T17:25:46.139451,192.168.21.239,admin,466061,5,5.92,BAD_CREDENTIALS
2026-05-05T17:25:46.147689,192.168.21.239,admin,165840,5,4.13,BAD_CREDENTIALS
2026-05-05T17:25:46.152876,192.168.21.239,admin,393098,5,4.16,BAD_CREDENTIALS
2026-05-05T17:25:46.158021,192.168.21.239,admin,55048,5,4.12,BAD_CREDENTIALS
2026-05-05T17:25:46.162962,192.168.21.239,admin,6704,5,3.96,BAD_CREDENTIALS
2026-05-05T17:25:46.168365,192.168.21.239,admin,166390,5,4.45,BAD_CREDENTIALS
2026-05-05T17:25:46.172863,192.168.21.239,admin,437760,5,3.44,BAD_CREDENTIALS
2026-05-05T17:25:46.177067,192.168.21.239,admin,75578,5,3.26,BAD_CREDENTIALS
2026-05-05T17:25:46.180881,192.168.21.239,admin,137858,5,2.98,BAD_CREDENTIALS
2026-05-05T17:25:46.185961,192.168.21.239,admin,91438,5,4.15,BAD_CREDENTIALS
2026-05-05T17:25:46.190245,192.168.21.239,admin,51690,5,3.39,BAD_CREDENTIALS
2026-05-05T17:25:46.194790,192.168.21.239,admin,302241,5,3.58,BAD_CREDENTIALS
2026-05-05T17:25:46.200314,192.168.21.239,admin,308658,5,4.57,BAD_CREDENTIALS
2026-05-05T17:25:46.205651,192.168.21.239,admin,265211,5,4.39,BAD_CREDENTIALS
2026-05-05T17:25:46.208009,192.168.21.239,admin,255611,5,3.14,BAD_CREDENTIALS
2026-05-05T17:25:46.210207,192.168.21.239,admin,92062,5,3.23,BAD_CREDENTIALS
2026-05-05T17:25:46.212488,192.168.21.239,admin,344308,5,3.06,BAD_CREDENTIALS
2026-05-05T17:25:46.214712,192.168.21.239,admin,316595,5,2.95,BAD_CREDENTIALS
2026-05-05T17:25:46.218119,192.168.21.239,admin,438960,5,3.88,BAD_CREDENTIALS
2026-05-05T17:25:46.222191,192.168.21.239,admin,39285,5,2.46,BAD_CREDENTIALS
2026-05-05T17:25:46.226642,192.168.21.239,admin,338241,5,3.61,BAD_CREDENTIALS
2026-05-05T17:25:46.233300,192.168.21.239,admin,11722,5,5.48,BAD_CREDENTIALS
2026-05-05T17:25:46.237721,192.168.21.239,admin,425388,5,3.28,BAD_CREDENTIALS
2026-05-05T17:25:46.244827,192.168.21.239,admin,138048,5,6.14,BAD_CREDENTIALS
2026-05-05T17:25:46.249861,192.168.21.239,admin,user&6,5,3.9,BAD_CREDENTIALS
2026-05-05T17:25:46.254526,192.168.21.239,admin,70339,5,3.77,BAD_CREDENTIALS
2026-05-05T17:25:46.259679,192.168.21.239,admin,132368,5,4.16,BAD_CREDENTIALS
2026-05-05T17:25:46.264167,192.168.21.239,admin,106522,5,3.45,BAD_CREDENTIALS
2026-05-05T17:25:46.268510,192.168.21.239,admin,442601,5,3.42,BAD_CREDENTIALS
2026-05-05T17:25:46.272887,192.168.21.239,admin,Client.9,5,3.57,BAD_CREDENTIALS
2026-05-05T17:25:46.276395,192.168.21.239,admin,30135,5,3.16,BAD_CREDENTIALS
2026-05-05T17:25:46.277808,192.168.21.239,admin,99266,5,3.89,BAD_CREDENTIALS
2026-05-05T17:25:46.280517,192.168.21.239,admin,435448,5,2.96,BAD_CREDENTIALS
2026-05-05T17:25:46.282655,192.168.21.239,admin,2023access,5,3.04,BAD_CREDENTIALS
2026-05-05T17:25:46.286798,192.168.21.239,admin,157575,5,3.08,BAD_CREDENTIALS
2026-05-05T17:25:46.290534,192.168.21.239,admin,43803,5,2.86,BAD_CREDENTIALS
2026-05-05T17:25:46.294877,192.168.21.239,admin,428270,5,3.31,BAD_CREDENTIALS
2026-05-05T17:25:46.299451,192.168.21.239,admin,111sweetheart,5,3.57,BAD_CREDENTIALS
2026-05-05T17:25:46.305460,192.168.21.239,admin,410171,5,5.0,BAD_CREDENTIALS
2026-05-05T17:25:47.069395,192.168.21.239,admin,399370,5,3.39,BAD_CREDENTIALS
2026-05-05T17:25:47.073795,192.168.21.239,admin,472006,5,3.33,BAD_CREDENTIALS
2026-05-05T17:25:47.078155,192.168.21.239,admin,407004,5,3.32,BAD_CREDENTIALS
2026-05-05T17:25:47.082658,192.168.21.239,admin,101665,5,3.36,BAD_CREDENTIALS
2026-05-05T17:25:47.085055,192.168.21.239,admin,413528,5,4.36,BAD_CREDENTIALS
2026-05-05T17:25:47.089673,192.168.21.239,admin,399462,5,3.06,BAD_CREDENTIALS
2026-05-05T17:25:47.094001,192.168.21.239,admin,76720,5,3.22,BAD_CREDENTIALS
2026-05-05T17:25:47.097776,192.168.21.239,admin,376683,5,3.15,BAD_CREDENTIALS
2026-05-05T17:25:47.097393,192.168.21.239,admin,180522,5,1034.93,BAD_CREDENTIALS
2026-05-05T17:25:47.099698,192.168.21.239,admin,409517,5,3.43,BAD_CREDENTIALS
2026-05-05T17:25:47.105482,192.168.21.239,admin,10897,5,3.62,BAD_CREDENTIALS
2026-05-05T17:25:47.112305,192.168.21.239,admin,67594,5,4.56,BAD_CREDENTIALS
2026-05-05T17:25:47.116699,192.168.21.239,admin,245568,5,3.34,BAD_CREDENTIALS
2026-05-05T17:25:47.120664,192.168.21.239,admin,8928,5,2.98,BAD_CREDENTIALS
2026-05-05T17:25:47.124318,192.168.21.239,admin,94146,5,2.8,BAD_CREDENTIALS
2026-05-05T17:25:47.126300,192.168.21.239,admin,135068,5,4.03,BAD_CREDENTIALS
2026-05-05T17:25:47.130956,192.168.21.239,admin,333809,5,2.95,BAD_CREDENTIALS
2026-05-05T17:25:47.143151,192.168.21.239,admin,217073,5,4.81,BAD_CREDENTIALS
2026-05-05T17:25:47.144017,192.168.21.239,admin,219936,5,5.64,BAD_CREDENTIALS
2026-05-05T17:25:47.148916,192.168.21.239,admin,387644,5,4.15,BAD_CREDENTIALS
2026-05-05T17:25:47.149819,192.168.21.239,admin,2222lock123,5,4.11,BAD_CREDENTIALS
2026-05-05T17:25:47.155412,192.168.21.239,admin,310981,5,3.35,BAD_CREDENTIALS
2026-05-05T17:25:47.156632,192.168.21.239,admin,264070,5,4.13,BAD_CREDENTIALS
2026-05-05T17:25:47.160418,192.168.21.239,admin,436401,5,3.12,BAD_CREDENTIALS
2026-05-05T17:25:47.166183,192.168.21.239,admin,236464,5,4.44,BAD_CREDENTIALS
2026-05-05T17:25:47.171397,192.168.21.239,admin,420728,5,4.23,BAD_CREDENTIALS
2026-05-05T17:25:47.176114,192.168.21.239,admin,173821,5,3.71,BAD_CREDENTIALS
2026-05-05T17:25:47.180478,192.168.21.239,admin,411787,5,3.39,BAD_CREDENTIALS
2026-05-05T17:25:47.184952,192.168.21.239,admin,22420,5,3.42,BAD_CREDENTIALS
2026-05-05T17:25:47.189319,192.168.21.239,admin,373046,5,3.36,BAD_CREDENTIALS
2026-05-05T17:25:47.193663,192.168.21.239,admin,46451,5,3.36,BAD_CREDENTIALS
2026-05-05T17:25:47.198272,192.168.21.239,admin,357406,5,3.65,BAD_CREDENTIALS
2026-05-05T17:25:47.203997,192.168.21.239,admin,430669,5,4.68,BAD_CREDENTIALS
2026-05-05T17:25:47.208007,192.168.21.239,admin,400203,5,3.07,BAD_CREDENTIALS
2026-05-05T17:25:47.213485,192.168.21.239,admin,123love1234,5,4.5,BAD_CREDENTIALS
2026-05-05T17:25:47.217914,192.168.21.239,admin,67565,5,3.3,BAD_CREDENTIALS
2026-05-05T17:25:47.220399,192.168.21.239,admin,470479,5,3.39,BAD_CREDENTIALS
2026-05-05T17:25:47.224886,192.168.21.239,admin,789sony,5,3.27,BAD_CREDENTIALS
2026-05-05T17:25:47.229881,192.168.21.239,admin,2206,5,3.88,BAD_CREDENTIALS
2026-05-05T17:25:47.235614,192.168.21.239,admin,49119,5,4.79,BAD_CREDENTIALS
2026-05-05T17:25:47.239425,192.168.21.239,admin,89980,5,2.77,BAD_CREDENTIALS
2026-05-05T17:25:47.287651,192.168.21.239,admin,390232,5,3.54,BAD_CREDENTIALS
2026-05-05T17:25:47.292206,192.168.21.239,admin,469404,5,3.22,BAD_CREDENTIALS
2026-05-05T17:25:47.296402,192.168.21.239,admin,347778,5,3.23,BAD_CREDENTIALS
2026-05-05T17:25:47.301060,192.168.21.239,admin,147706,5,3.37,BAD_CREDENTIALS
2026-05-05T17:25:47.306020,192.168.21.239,admin,299490,5,3.86,BAD_CREDENTIALS
2026-05-05T17:25:47.309915,192.168.21.239,admin,80294,5,3.42,BAD_CREDENTIALS
2026-05-05T17:25:47.315374,192.168.21.239,admin,297112,5,4.25,BAD_CREDENTIALS
2026-05-05T17:25:47.320847,192.168.21.239,admin,340078,5,4.29,BAD_CREDENTIALS
2026-05-05T17:25:47.326070,192.168.21.239,admin,49090,5,4.21,BAD_CREDENTIALS
2026-05-05T17:25:47.597776,192.168.21.239,admin,456043,5,4.01,BAD_CREDENTIALS
2026-05-05T17:25:47.601967,192.168.21.239,admin,200762,5,3.03,BAD_CREDENTIALS
2026-05-05T17:25:47.606453,192.168.21.239,admin,224916,5,3.39,BAD_CREDENTIALS
2026-05-05T17:25:47.616444,192.168.21.239,admin,389565,5,4.62,BAD_CREDENTIALS
2026-05-05T17:25:47.618123,192.168.21.239,admin,48177,5,4.42,BAD_CREDENTIALS
2026-05-05T17:25:47.624186,192.168.21.239,admin,150193,5,3.52,BAD_CREDENTIALS
2026-05-05T17:25:47.628950,192.168.21.239,admin,227399,5,3.74,BAD_CREDENTIALS
2026-05-05T17:25:47.633730,192.168.21.239,admin,Super_1234567,5,3.32,BAD_CREDENTIALS
2026-05-05T17:25:47.637825,192.168.21.239,admin,416743,5,3.11,BAD_CREDENTIALS
2026-05-05T17:25:47.638828,192.168.21.239,admin,256204,5,3.5,BAD_CREDENTIALS
2026-05-05T17:25:47.642202,192.168.21.239,admin,72841,5,3.42,BAD_CREDENTIALS
2026-05-05T17:25:47.644438,192.168.21.239,admin,337267,5,3.84,BAD_CREDENTIALS
2026-05-05T17:25:47.645644,192.168.21.239,admin,333774,5,3.41,BAD_CREDENTIALS
2026-05-05T17:25:47.647947,192.168.21.239,admin,283491,5,4.01,BAD_CREDENTIALS
2026-05-05T17:25:47.653724,192.168.21.239,admin,167587,5,4.3,BAD_CREDENTIALS
